Date,Price
2020-07-21,24062.7
2020-07-22,24062.7
2020-07-23,23826.8
2020-07-24,22411.4
2020-07-25,23763.0
2020-07-26,23625.0
2020-07-27,21467.7
2020-07-28,22804.5
2020-07-29,22411.4
2020-07-30,22804.5
2020-07-31,22490.0
2020-08-01,22395.0
2020-08-02,22581.0
2020-08-03,22804.5
2020-08-04,23905.4
2020-08-05,24062.7
2020-08-06,23984.1
2020-08-07,23984.1
2020-08-08,23748.0
2020-08-09,23936.0
2020-08-10,24613.2
2020-08-11,24455.9
2020-08-12,24455.9
2020-08-13,24298.6
2020-08-14,24141.4
2020-08-15,24393.0
2020-08-16,24348.0
2020-08-17,23905.4
2020-08-18,23826.8
2020-08-19,24534.5
2020-08-20,25556.8
2020-08-21,26028.6
2020-08-22,24770.0
2020-08-23,24943.0
2020-08-24,26343.2
2020-08-25,25635.4
2020-08-26,26579.1
2020-08-27,28427.0
2020-08-28,27758.6
2020-08-29,26948.0
2020-08-30,27069.0
2020-08-31,27522.7
2020-09-01,27994.5
2020-09-02,27458.0
2020-09-03,28151.8
2020-09-04,27444.1
2020-09-05,27714.0
2020-09-06,27752.0
2020-09-07,27522.7
2020-09-08,27915.9
2020-09-09,27915.9
2020-09-10,27601.4
2020-09-11,28466.4
2020-09-12,27884.0
2020-09-13,27956.0
2020-09-14,28702.3
2020-09-15,28623.6
2020-09-16,28191.1
2020-09-17,27680.0
2020-09-18,27601.4
2020-09-19,28159.0
2020-09-20,28051.0
2020-09-21,28073.2
2020-09-22,28073.2
2020-09-23,28466.4
2020-09-24,28466.4
2020-09-25,28073.2
2020-09-26,28230.0
2020-09-27,28261.0
2020-09-28,28073.2
2020-09-29,27208.2
2020-09-30,27286.8
2020-10-01,27522.7
2020-10-02,27522.7
2020-10-03,27522.0
2020-10-04,27412.0
2020-10-05,27208.2
2020-10-06,27208.2
2020-10-07,27247.5
2020-10-08,27208.2
2020-10-09,27208.2
2020-10-10,27216.0
2020-10-11,27217.0
2020-10-12,26579.1
2020-10-13,26736.4
2020-10-14,26500.4
2020-10-15,26775.7
2020-10-16,26736.4
2020-10-17,26665.0
2020-10-18,26682.0
2020-10-19,26972.3
2020-10-20,26972.3
2020-10-21,26893.6
2020-10-22,26736.4
2020-10-23,26697.0
2020-10-24,26854.0
2020-10-25,26830.0
2020-10-26,26579.1
2020-10-27,26343.2
2020-10-28,26028.6
2020-10-29,25871.4
2020-10-30,25871.4
2020-10-31,26138.0
2020-11-01,26050.0
2020-11-02,26303.9
2020-11-03,26382.5
2020-11-04,26461.1
2020-11-05,26461.1
2020-11-06,26500.4
2020-11-07,26421.0
2020-11-08,26445.0
2020-11-09,26697.0
2020-11-10,26932.9
2020-11-11,26893.6
2020-11-12,27050.9
2020-11-13,26932.9
2020-11-14,26901.0
2020-11-15,26942.0
2020-11-16,26579.1
2020-11-17,26539.8
2020-11-18,26303.9
2020-11-19,26539.8
2020-11-20,26815.0
2020-11-21,26555.0
2020-11-22,26550.0
2020-11-23,27220.1
2020-11-24,27220.1
2020-11-25,27058.0
2020-11-26,26896.0
2020-11-27,26815.0
2020-11-28,27041.0
2020-11-29,27006.0
2020-11-30,26653.0
2020-12-01,26450.5
2020-12-02,26085.9
2020-12-03,26491.0
2020-12-04,26936.5
2020-12-05,26523.0
2020-12-06,26497.0
2020-12-07,26936.5
2020-12-08,26734.0
2020-12-09,26612.5
2020-12-10,26409.9
2020-12-11,26612.5
2020-12-12,26661.0
2020-12-13,26605.0
2020-12-14,26491.0
2020-12-15,26328.9
2020-12-16,26491.0
2020-12-17,26247.9
2020-12-18,26166.9
2020-12-19,26345.0
2020-12-20,26315.0
2020-12-21,26288.4
2020-12-22,26288.4
2020-12-23,26734.0
2020-12-24,28354.2
2020-12-25,28475.8
2020-12-26,27228.0
2020-12-27,27416.0
2020-12-28,29853.0
2020-12-29,29812.5
2020-12-30,29731.4
2020-12-31,30784.6
2021-01-01,29519.0
2021-01-02,29940.0
2021-01-03,29957.0
2021-01-04,31918.8
2021-01-05,31756.7
2021-01-06,31189.7
2021-01-07,30784.6
2021-01-08,30865.6
2021-01-09,31303.0
2021-01-10,31179.0
2021-01-11,31189.7
2021-01-12,31432.7
2021-01-13,30865.6
2021-01-14,31149.2
2021-01-15,31270.7
2021-01-16,31181.0
2021-01-17,31179.0
2021-01-18,31149.2
2021-01-19,29002.3
2021-01-20,29123.9
2021-01-21,29974.5
2021-01-22,29893.5
2021-01-23,29828.0
2021-01-24,29564.0
2021-01-25,29650.4
2021-01-26,28354.2
2021-01-27,26977.0
2021-01-28,25113.8
2021-01-29,26328.9
2021-01-30,27284.0
2021-01-31,26811.0
2021-02-01,25194.8
2021-02-02,26531.5
2021-02-03,26572.0
2021-02-04,27382.1
2021-02-05,27382.1
2021-02-06,26612.0
2021-02-07,26895.0
2021-02-08,26288.4
2021-02-09,26531.5
2021-02-10,26741.0
2021-02-11,26613.0
2021-02-12,26613.0
2021-02-13,26557.0
2021-02-14,26611.0
2021-02-15,26627.0
2021-02-16,26604.0
2021-02-17,27341.6
2021-02-18,27139.1
2021-02-19,27301.1
2021-02-20,27002.0
2021-02-21,27077.0
2021-02-22,27746.6
2021-02-23,27746.6
2021-02-24,27827.7
2021-02-25,27787.2
2021-02-26,27341.6
2021-02-27,27689.0
2021-02-28,27678.0
2021-03-01,27787.2
2021-03-02,27746.6
2021-03-03,27746.6
2021-03-04,27301.1
2021-03-05,27625.1
2021-03-06,27641.0
2021-03-07,27612.0
2021-03-08,27544.1
2021-03-09,27544.1
2021-03-10,29447.9
2021-03-11,29690.9
2021-03-12,29002.0
2021-03-13,28645.0
2021-03-14,28865.0
2021-03-15,28638.0
2021-03-16,30055.0
2021-03-17,31676.0
2021-03-18,31473.0
2021-03-19,31068.0
2021-03-20,30582.0
2021-03-21,30970.0
2021-03-22,30704.0
2021-03-23,30299.0
2021-03-24,29286.0
2021-03-25,29326.0
2021-03-26,28840.0
2021-03-27,29691.0
2021-03-28,29488.0
2021-03-29,29691.0
2021-03-30,29691.0
2021-03-31,29164.0
2021-04-01,29650.0
2021-04-02,29650.0
2021-04-03,29569.0
2021-04-04,29544.0
2021-04-05,29569.0
2021-04-06,29569.0
2021-04-07,29083.0
2021-04-08,29488.0
2021-04-09,29650.0
2021-04-10,29471.0
2021-04-11,29452.0
2021-04-12,29650.0
2021-04-13,29164.0
2021-04-14,29488.0
2021-04-15,29083.0
2021-04-16,28597.0
2021-04-17,29196.0
2021-04-18,29105.0
2021-04-19,28354.0
2021-04-20,27747.0
2021-04-21,28599.0
2021-04-22,28192.0
2021-04-23,28678.0
2021-04-24,28314.0
2021-04-25,28306.0
2021-04-26,28192.0
2021-04-27,27544.0
2021-04-28,27868.0
2021-04-29,27868.0
2021-04-30,27955.0
2021-05-01,27885.0
2021-05-02,27824.0
2021-05-03,27880.0
2021-05-04,27625.0
2021-05-05,28111.0
2021-05-06,28111.0
2021-05-07,28111.0
2021-05-08,27967.0
2021-05-09,27985.0
2021-05-10,27868.0
2021-05-11,27828.0
2021-05-12,27909.0
